,date,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳
38,2019-02-08,4706,8246,17477,42773,10576,6457,6385,3193,1931,7125,1946,3439,18323,4302,11005,3828,4818,3197,6671,3491,4793,7363,2155,14257,1647,12587,8035,11013,11800,10551,6978,19116,10814,15367,21297,3391,25797,17479,17879,17141,10820,179411,36734,16527,14606,24888,37994,28184,17298,7092,19435,5516,7094,14748,10571,2897,2124,13400,7494,13036,65809,6468,11668,5681,15153,15151,26734,40907,26794,16928,42528,84134,8518,27526,26327,25604,65992,11384,12560,7094,16234,10713,38902,11309,7984,11055,14788,13724,11826,22665,4620,7368,3734,2110,5524,6177,8804,10758,10819,21595,17439,9299,9326,9056,8685,9308,7154,6676
39,2019-02-09,4611,8435,18652,46930,11665,7152,6797,3414,2008,7457,1819,3198,12433,4571,10792,4319,5262,3433,7273,2968,5006,7410,2248,15341,1729,11907,8518,12310,13259,11853,7402,20502,12086,17648,20108,3234,27770,18983,18763,18264,7978,179494,38792,15867,15376,24072,33218,26024,17543,7474,19291,5591,6657,14688,9279,2996,1812,10674,7117,10385,49346,6505,11531,5924,16369,15833,27884,41442,28486,18168,38910,82904,9630,31347,29011,24888,65206,12602,12843,7432,17002,8822,34507,11424,6877,10845,16852,15241,13497,21242,5166,7398,3908,2142,5400,6499,8916,11171,10874,20558,18943,9861,9179,9495,8950,9432,7235,7153
40,2019-02-10,4976,8107,17041,41124,11031,6974,6430,3324,2107,6566,1722,2605,9927,4584,9442,4465,5183,3473,7126,3333,5046,8085,2078,15995,1918,11673,7975,11341,12360,11837,7386,20401,12575,17617,19639,3185,26155,18535,17310,16381,8065,166736,34675,13054,16704,23956,28208,23668,18999,7311,18331,5601,6221,14569,7816,2608,1695,9902,7200,9289,45987,6880,11298,5415,14844,13839,24805,36594,27421,18249,34101,71066,9608,26178,26124,20855,53317,12886,12751,7265,15604,8707,27731,10651,7340,9640,14764,9707,12804,17185,4885,6954,3277,2221,5204,6215,7725,10396,10800,19875,18074,9493,8672,8707,8635,9012,6607,6913
41,2019-02-11,5722,14948,39186,45183,27229,13124,11648,4132,3096,13057,2613,4368,5390,8207,10612,17138,17682,5976,8825,3351,7872,9546,5929,28715,2376,12862,10912,16445,21439,15220,9732,22844,16736,31218,26531,9141,35511,26388,25524,22053,25564,152432,37690,22077,23704,25848,28152,26416,23016,13393,30762,7565,9795,18164,6655,3519,3532,11911,9216,9567,36088,8725,13312,7422,21920,25164,30507,37903,40176,25493,32544,68501,19285,31785,35554,24328,63851,20935,17191,14265,18562,13709,32953,18373,8003,12428,39489,21134,24247,25312,6990,10669,5183,4911,6119,9763,9446,13746,17483,29743,23255,14358,12422,12139,12716,11668,9687,9529
42,2019-02-12,5591,15688,40522,46606,28371,14487,12174,4338,3280,13598,2768,4469,8119,8735,10794,17364,18059,6122,9323,3753,8154,10337,5724,29929,2487,13626,11315,16945,22300,15894,10352,26278,17998,32710,28766,9894,36898,27894,26875,22802,26701,145664,39383,22900,24824,27875,30013,29247,24339,14129,32238,7884,10146,18981,6805,3708,3610,12372,9340,10148,39129,8958,13655,7778,22473,26379,31945,38316,41656,26412,33317,68740,21074,32842,37145,25833,65736,21573,17760,14597,18086,15002,39301,18985,8829,12721,39815,24616,24473,25890,7756,11023,5213,5143,6354,10288,9621,13740,17999,30742,25352,14884,13156,12308,13129,12270,10171,9908
43,2019-02-13,5505,16184,41610,48768,28927,14810,12443,4426,3275,13634,2768,4508,8224,8996,11329,17693,18231,6199,9411,3654,8203,10396,6022,30539,2453,13481,11557,17142,22968,15898,10359,25570,18300,33664,29216,10060,37453,28062,26995,22797,26368,150462,41776,23423,25193,27790,31436,29304,24712,14111,32864,7823,10319,19228,6786,3841,3725,12434,9378,9764,37062,9142,13926,7723,22737,26032,32388,39652,42683,26734,33447,71589,21380,33856,37866,26547,68702,21454,18593,14893,18716,15174,41330,19351,8556,12912,41446,25983,25011,26808,7931,11051,5498,5324,6578,10352,9706,14028,18290,31352,26107,14844,13059,12553,13271,12317,10219,10023
44,2019-02-14,5775,16332,43152,51358,30673,15184,12591,4473,3338,14395,2835,4621,7960,9359,12470,17950,18652,6406,9809,3621,8703,10652,6006,31329,2605,13811,11564,17817,23465,16473,10613,27414,19087,34537,30701,10362,38082,28842,27357,23132,26579,159642,44180,23506,25742,28869,33142,29978,25161,14183,32723,7933,10747,19469,7370,3691,3564,11965,9561,10000,39195,9377,14375,7835,23180,26583,33568,41725,43000,27544,34054,77632,21738,34700,39604,29338,72522,21688,17886,15263,19830,14913,44702,20157,9000,13658,42165,31976,25504,28349,8231,11352,5699,5322,6642,10559,9806,14692,18639,31115,27561,15250,13534,13010,13349,12381,10542,10193
45,2019-02-15,6312,17193,45416,54325,30464,16115,13322,4690,3534,14783,3061,4907,8469,9932,14005,18999,19524,7110,10488,4059,9237,11921,6159,40770,2618,14531,12487,18838,25150,17605,11059,30706,20702,36953,33356,10535,39955,30795,28748,24093,27414,182494,48072,25159,26606,31337,36284,34097,26677,14681,34479,8444,10815,22031,8351,4215,3888,12491,10353,10479,42262,9714,15410,8067,24107,27776,35674,44932,45487,28631,36138,86349,23936,38082,42576,32219,77977,23204,19484,16392,22094,16410,51464,21225,9604,15080,43889,33029,26612,29205,9296,12202,5788,5460,7322,11204,10804,16459,19759,33112,29690,15929,14098,13630,14053,13201,11015,10801
46,2019-02-16,4951,12703,27906,57194,18860,13001,9965,4215,2983,10755,2251,3539,11628,7639,12675,6735,8251,4694,10231,3792,7082,11185,3098,34930,2386,13328,10934,16027,18877,18122,10608,48146,22066,32713,30324,5732,36753,26353,24483,22028,15104,214044,50692,21500,21871,47465,39058,32341,23255,11018,28211,7473,7757,18413,8344,3541,2157,10510,9359,9907,44475,7752,14829,7617,21126,21748,36135,46916,40197,25208,39130,122417,17930,40833,39087,37323,80300,18262,18252,10905,17858,11524,59250,17232,11499,19735,23286,23186,18712,23330,8541,10549,5090,2782,7972,9559,10702,14762,15919,25533,28393,13747,12315,12660,12011,12491,9346,9715
47,2019-02-17,5344,10030,22308,46409,14835,10850,7952,3827,2488,8281,2018,2905,9730,6228,10960,5795,7383,4106,8216,3709,5953,11554,2946,31450,2197,12441,9413,13689,14966,14661,9294,40746,18383,25149,27580,4567,31738,22611,20726,18679,12261,202287,42423,15798,21116,39622,35780,29552,21772,8479,23197,6203,7203,16053,7936,3265,1850,9993,7815,9388,46319,7194,12346,6791,18185,16906,30430,40161,33591,20845,35169,105476,15251,34528,30776,28118,65248,15286,14254,8879,16412,10505,50105,12973,11517,16446,18316,17282,15430,18980,7905,8514,4359,2415,7374,8422,9033,13006,13410,21233,24646,11296,10154,10700,9868,10348,8372,8157
48,2019-02-18,5854,16088,41763,46087,28553,16673,12612,4365,3321,15323,2832,4595,6328,10728,11127,17566,18107,6090,9356,3394,8962,10033,5851,37813,2393,13477,11409,17995,22894,17839,10304,29031,18103,34728,29539,12102,36964,28011,26937,23466,26419,149174,39286,23348,26237,27965,35162,29815,24291,13996,32926,7924,10105,18165,6074,3727,3517,13570,9489,9161,37844,9062,13520,7633,22804,27272,32006,38405,42059,26150,33878,79983,22743,34997,35645,27025,65512,21296,17584,15014,18986,14649,33767,18896,8088,14496,40973,25774,25676,26574,13656,11121,5518,5225,7441,10637,9686,14079,18915,30499,26034,15250,12907,12434,13224,12325,11373,10223
49,2019-02-19,5357,16501,41636,45639,28330,17505,12752,4520,3436,15340,2800,4599,10840,11161,11345,17832,18476,6246,10468,3570,8987,10393,5810,31132,2532,13485,11672,17838,22954,17977,10631,30139,18675,35576,31312,12054,37292,28281,27644,23969,26463,142892,40056,23264,25870,28888,36112,30922,24559,14186,32955,7917,10343,18708,6386,3787,3721,14124,9810,9469,39388,9160,13507,7706,23201,27608,32601,37817,43070,26869,36277,84573,24693,34723,35105,28565,65154,22057,18011,14981,18170,14834,32786,19561,8590,15874,40655,24963,25541,26814,13755,11350,5537,5359,8256,10765,9729,14324,18721,31470,27140,14936,13197,12489,13472,12280,11309,10297
50,2019-02-20,5442,16441,42400,46887,27708,17915,12887,4471,3533,15243,2873,4570,7913,11103,12070,17949,18185,6028,9544,3642,9208,10444,5751,31198,2390,13736,11846,17901,23373,18352,10620,30136,19028,35850,30321,11877,37776,28506,27570,24080,27239,147038,42140,23416,26223,29385,38304,32026,25132,14512,34046,8140,10590,19472,6533,3907,3729,14075,9836,10182,41424,9251,13675,8018,23400,27532,32768,38888,43036,27224,33419,80909,24703,35367,36296,23333,62256,21253,17873,15062,18521,15407,32193,19303,8564,14977,41775,25563,25992,27108,13924,11645,5728,5410,8636,10813,9910,14462,19008,31269,27368,15477,13359,12789,13493,12538,11478,10410
51,2019-02-21,5412,16555,43221,47267,28192,18021,12696,4464,3397,15314,2796,4633,7380,11107,12027,17796,18283,6072,9519,3592,8984,10051,5975,31031,2428,13858,11738,17905,23693,17966,10478,30287,18944,36057,30789,11845,37905,28427,27342,23906,26842,145901,41807,23439,25982,29776,37838,34070,25260,14517,33904,8150,10494,19440,6796,3794,3744,13504,9736,10154,40841,9081,13523,7577,22997,27449,32146,38565,43064,27059,32497,78645,24496,35314,36632,23466,62833,21480,17698,15111,18355,14911,33008,19632,8636,14636,42078,26669,26157,27001,13752,11625,5669,5342,8286,10797,9751,14325,18893,30697,27539,15232,12987,12608,13350,12476,11484,10179
52,2019-02-22,5999,17235,44273,51823,29322,17557,13236,4696,3591,15670,2774,4500,6071,11215,12214,18607,19262,6533,10049,3402,9837,9767,6477,34628,2581,13707,12173,18665,24392,19056,11132,33395,20726,38343,33083,11937,39765,29490,28474,24260,26934,161369,45090,24373,26669,28694,37579,34395,25786,14535,34407,8103,10373,19320,7419,3857,3734,13469,10065,9564,39796,9131,13837,7969,23326,28320,33701,41605,46177,27904,33173,82753,25607,39191,39978,25088,68232,22590,18753,15181,20470,14301,37865,20338,8507,15196,42571,26246,26937,27417,14603,11507,5950,5732,7521,11067,10174,15864,19856,32369,28863,15558,13275,13105,13735,12870,11560,10742
53,2019-02-23,5322,15235,38760,56801,27008,18114,12160,4529,3349,15866,2657,4688,9099,9496,12999,13955,15332,6531,9973,3256,8993,10340,5680,26946,2632,12581,11709,18313,22305,18977,10944,37203,21231,32982,34703,9330,38646,28482,26737,23188,16960,174633,50756,21877,25830,29570,38245,36733,24756,13353,31190,7838,8906,20514,9050,3969,2346,10160,9325,9706,41424,8808,13445,7756,22878,23712,33891,44847,42398,26824,35401,99504,23506,39570,40031,25704,71082,22166,17781,14342,19392,13822,41717,19087,10025,16926,38782,31175,24446,26734,10215,11513,5592,4809,8940,16312,10655,15918,18816,30767,29902,14776,13061,13021,13429,12693,10925,10823
54,2019-02-24,4077,9033,21060,43798,15001,12659,7449,3533,2144,8225,1509,2312,4083,5710,9967,5181,5781,3794,6913,2275,5224,6427,2441,15972,2062,9110,8043,12651,14892,14222,8436,31676,16228,25015,21977,5675,28550,19954,18457,15648,11105,170201,39880,14556,17846,23169,24509,22227,18059,7452,19518,5396,6032,12819,6437,2612,1502,6352,6333,6528,25524,5476,9575,5260,15077,14582,25831,36208,29735,18156,27283,100449,14405,29471,28363,19499,51014,13996,12364,8114,13342,6983,32875,11157,7577,13651,18086,16192,14771,15327,7445,6579,3560,2171,5314,7244,8278,10913,12190,17415,21693,9737,8289,9517,9047,9168,6680,6856
55,2019-02-25,5211,16172,41702,44348,28034,18449,12831,4341,3271,15196,2591,4479,5425,10994,11208,19068,17981,6051,9233,3315,8791,9398,5739,30379,2456,12997,11256,17635,22751,17869,10362,28410,18097,35341,29252,12271,37322,28050,27177,23309,26430,142203,38559,23254,25888,27306,34611,32122,23998,14174,32977,7750,10193,18390,5891,3682,3481,13780,9789,9190,36318,8938,13424,7706,22669,27383,31492,37845,44100,26474,31557,67591,23054,35684,34848,21816,61283,21603,17268,15164,18511,14194,35120,18879,8175,12551,41253,25495,25598,25942,13393,11124,5734,5369,7231,10761,9675,14208,18649,30295,25429,15230,13080,12389,13573,12409,11361,10194
56,2019-02-26,5322,16329,42846,45850,29179,16628,12927,4510,3719,15889,2757,4662,7211,11187,11367,19378,18113,6284,9355,3492,8890,9571,5663,31055,2432,13431,11591,17938,22742,18055,10651,30676,19046,36216,31387,12286,37838,28627,27611,23620,27192,141137,40088,23669,26067,29751,36263,37567,25240,14621,34257,7905,10444,19275,6812,4108,3759,13987,10029,9779,38607,9086,13728,7661,23130,27781,32538,38365,45241,26727,31601,67933,24592,36095,35541,22531,61214,21838,17618,14913,18293,15066,31791,19088,8616,12765,41332,25579,25525,26182,13815,11411,5764,5239,7640,10988,9794,14156,19040,30457,26314,15216,12975,12635,13597,12533,11556,10395
57,2019-02-27,6249,16736,42823,49823,29180,17271,13130,4850,4080,17447,2890,4968,8287,11988,12315,19641,18646,6825,10243,3772,10157,9997,5806,32493,2598,14057,12620,19540,24775,19737,11241,34596,20415,38722,33070,12189,39907,30401,28920,24833,27439,163280,43111,24480,27677,30878,41115,42468,26617,15137,36693,8588,10638,21519,6747,4132,3798,15534,10728,11183,47906,9613,14942,8206,24555,28539,34115,43723,47180,28220,33294,72686,24912,37700,37811,24188,66670,22824,18721,16027,19920,15340,32951,20216,9019,13643,42071,25440,26361,27373,15795,11993,5743,5606,8890,11296,10645,16579,19452,31351,27654,15845,13974,13228,14346,13185,12316,11119
58,2019-02-28,4889,10204,22395,49134,15221,9463,8773,3831,3870,8897,2310,3758,15786,6174,11611,5727,7001,4528,8872,3729,5987,8463,2629,18344,3014,13197,9592,14334,14691,14901,9681,30088,16564,24336,23756,4791,32541,23656,21502,19266,12996,169981,43663,17692,18396,26472,44641,42862,21587,8919,24556,6403,6981,16478,9248,3222,2628,9673,8578,12479,56869,6892,11494,6338,17945,16858,29671,40670,33374,21064,33321,90769,13101,37223,32048,22115,59313,15050,14644,8847,15079,11826,33725,13996,7895,11717,19629,15171,15815,22265,8269,8977,4208,2345,10176,7531,10018,13086,13147,20302,22718,11782,10514,10636,10299,10421,8212,8367
59,2019-03-01,4858,9974,21534,48734,15581,10002,8616,3891,2903,10236,2659,4536,22855,6054,11261,5678,6520,3929,8636,4189,5679,8469,2365,18517,2037,14572,9470,14204,15916,14242,8981,28305,16115,24099,28546,4651,32984,22915,22280,19746,18367,179132,44132,21467,19153,29625,51480,52525,22357,8965,26655,6587,7708,17851,10980,3228,2814,10757,9448,14434,71004,7107,12423,6635,17968,19854,31391,40602,33425,20551,34622,92654,13395,37221,31949,22653,58245,14704,14575,8823,14851,13335,34614,14036,10182,12908,19707,13708,16394,23204,7589,9278,4653,2317,12107,8425,10361,13145,13298,20592,24053,12127,10666,10525,10620,10670,8504,8874
60,2019-03-02,5060,10217,22327,48569,15551,10124,8447,3826,2662,9536,2482,4394,21320,6485,11504,5520,6572,3994,9040,4631,5951,8285,2367,19242,2056,15639,9781,14353,16167,14833,8681,31141,17487,24841,30067,4912,32746,23064,21761,19526,12200,189629,43537,19725,19140,33730,48588,51095,21553,8778,25536,6663,7428,17664,10172,3265,2273,10307,9374,13948,69548,7011,12524,6770,18343,18241,30798,42212,34376,20639,34649,91349,15193,37888,34005,21973,56803,14849,14296,8674,15845,13193,34173,13558,12583,12462,18800,14149,16174,22990,7494,9369,4531,2376,13837,8230,10024,13648,13020,20291,24420,12284,10679,10598,10613,10670,8921,8800
61,2019-03-03,5261,7628,17729,38436,12118,8842,6409,3067,2087,6532,1456,2310,5841,5199,9178,4905,5717,3016,6534,2525,4637,5345,2154,16714,1977,9570,7613,11728,12675,11622,7262,22186,14950,20662,19710,3358,25456,17924,16597,15159,9383,185784,35397,12811,16696,21217,25367,25297,17472,6951,18246,5032,5092,12590,5935,2317,1435,6326,6239,7313,28526,5713,9675,5020,14120,13677,23750,36693,26474,16517,24760,65987,11986,26514,26277,16205,45352,12462,11547,6820,15247,7397,25548,10129,7546,9787,15158,15903,12662,14788,5753,6300,3247,2038,5856,6391,7422,11164,10947,16359,19281,8936,7545,8336,8019,8421,6299,6363
62,2019-03-04,5887,15852,40843,42886,27653,15690,12343,4207,3193,14884,2770,4571,6002,10604,10415,18944,17950,5877,9189,3451,8794,8898,5561,35855,2307,13058,11316,17505,22389,17385,10066,28013,17573,34171,28554,11827,36606,27243,26644,22917,26002,146801,37094,22413,25719,27039,33474,30620,23991,14124,32737,7844,9963,18371,5823,3660,3448,13538,9728,9725,37916,8948,13573,7689,22459,27008,30734,37211,43263,25721,30464,63814,22555,34197,34287,20815,58128,20573,17198,14617,19868,14433,30657,18204,8326,12430,40039,24899,24678,25660,13267,10854,5465,5259,6524,10477,9374,14204,18318,28915,24573,15094,12726,12268,13379,12149,11288,9976
63,2019-03-05,5447,16559,41765,44563,29653,16553,12740,4469,3396,15363,2825,4572,7110,11037,12072,19599,18660,6124,9330,3665,8989,9219,5816,38110,2405,13742,11760,17773,23056,18296,10502,30079,18436,35996,31514,12362,37967,28216,27340,23767,26989,136044,38772,23136,26290,28572,35486,31737,24909,14041,33374,7868,10263,19416,6401,3889,3746,14152,10133,10255,38659,9124,13659,7851,22934,27953,31985,37958,44955,26671,30910,65396,25318,35126,35669,21773,59244,21590,17518,14795,20115,14826,31763,18702,8645,12466,40799,26068,25363,26366,13621,11323,5663,5365,6622,10760,9634,13919,18980,30431,26379,15164,12822,12496,13422,12542,11524,10359
64,2019-03-06,5552,17014,43636,47090,29760,17192,13063,4538,3424,15232,2642,4628,5836,11292,11505,20384,19053,6192,9506,3375,9169,9191,6554,38265,2427,13120,11619,17999,23184,18505,10722,30108,19092,36920,31406,12191,37915,28255,27314,23506,27022,139705,41231,23359,26512,27738,33908,30090,24637,13644,33088,7985,10083,18452,6108,3851,3705,14122,9722,9339,35804,8988,13305,7829,22861,27546,31984,39942,44995,27011,30996,68841,26636,35669,36809,22893,61767,21984,17809,14840,20630,14003,33203,19376,8345,12763,43474,26531,26140,25859,13845,11249,5578,5495,6587,10792,9736,14348,19449,31156,26574,15227,13188,12754,13689,12698,11296,10330
65,2019-03-07,5786,17344,44879,48550,31160,17804,13153,4723,3434,15783,2643,4593,5345,11269,11715,20694,19159,5990,9544,3204,9443,9008,6825,38479,2495,12988,11652,18401,23939,18134,10974,31278,19521,37412,31216,12611,38796,28919,27979,23601,27716,145357,42030,23514,26333,27441,34443,29577,24255,13727,32925,8190,10307,17752,6217,3888,3594,13932,9444,9077,33873,8987,13003,7524,22756,27511,32055,39814,45601,27001,31201,68864,27271,35935,36839,23149,62938,22650,18395,15363,21539,14071,35458,20084,8013,13107,44778,27432,26666,25732,14102,11059,5707,5747,6731,11461,10140,14450,20355,32044,27223,15513,12778,13059,13991,13152,11184,10496
66,2019-03-08,6511,18282,47075,56097,33208,18215,14123,4911,3749,17822,2775,5026,6177,11908,13420,21461,20143,7129,10788,3554,10364,9979,6797,40962,2658,14359,12635,19794,25506,19843,11800,35609,21917,39983,35361,12798,41258,30679,29550,25108,28386,172641,47697,24933,28383,29550,39376,33337,26822,14527,35442,8569,10916,20423,7499,4063,3866,14786,10276,10422,40399,9592,14252,8255,24024,28652,34832,45583,48174,28186,34040,83192,28159,41176,41904,25791,71858,24006,19777,15963,23509,14939,38439,21272,9169,14545,46416,28917,28011,28564,15577,11866,5980,5782,7287,11939,11159,17175,21146,33126,30595,16289,13878,14098,14895,13882,12171,11329
67,2019-03-09,4540,11727,27820,56242,22196,13264,9740,4026,2737,12367,1946,2963,5186,8512,12312,6561,7759,4223,9178,2691,6665,7478,2651,28698,2155,11764,9835,15744,17984,17366,10276,46564,20934,32606,27942,5774,34728,24304,22806,19080,13504,180668,50725,20938,20217,32316,31778,26590,21260,10326,26452,6831,7016,15259,7697,3245,1938,8513,8366,8146,31859,6431,11115,6607,17978,19233,32051,43302,37013,22500,30374,91918,18996,38247,36460,21635,59030,17089,15552,9707,17505,9588,33800,14680,9148,12585,24321,21771,18503,19478,9645,8786,4483,2679,6041,9322,9962,13138,15913,22812,27821,12425,10188,11594,11189,11522,8163,8892
68,2019-03-10,4454,8889,20660,44427,14793,9609,7692,3756,2271,8782,1700,2556,5550,6330,10495,5151,5974,3430,7421,2384,5177,5997,2111,15805,2157,11414,8459,12677,14514,15378,8240,26801,15633,23478,24526,4259,28392,20087,18364,16529,11759,171144,42233,15426,18801,24892,30637,24810,20727,7865,20903,5568,5962,14196,7042,2662,1548,7101,7128,7691,31229,6180,10544,5754,15638,14778,26745,38172,30127,19019,28741,80363,15495,32738,28394,16753,49757,14272,13642,7883,14305,8149,26809,11205,8730,10631,17975,13929,14546,17310,7144,7776,4369,2331,5242,6790,8360,11868,12866,18782,23342,10139,8874,9441,9085,9631,6921,7189
69,2019-03-11,5476,16217,41544,44165,28156,15745,12525,4431,3238,15011,2740,4528,5725,10683,11095,19233,18260,5999,9264,3361,8753,8879,5606,30601,2325,14194,11543,17762,23095,17747,10129,28647,18267,35407,30436,12372,37807,27674,27016,23239,26817,146021,40162,23361,26455,27364,35791,29711,24310,14059,33266,7757,9848,18937,6246,3732,3588,13766,9787,9504,37803,9257,13706,7726,22758,27383,31984,39155,43865,26424,32139,71496,23047,34210,34765,21242,60240,20976,17271,14703,17962,15454,30938,18738,8304,13305,41543,24955,25443,27223,13286,11242,5579,5352,6457,10747,9601,14456,19105,30332,25903,15160,12833,12419,13498,12478,11164,10232
